Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender,Year
Jothikumar J,Desiya Uzhavar Uzhaipalar Kazhagam,0,Graduate Professional,40,2265447,Karur,0,0,M,2019
Kanagaraj R T,IND,0,8th Pass,50,6795516,Karur,218855,0,M,2019
Karthi P,IND,0,Graduate Professional,36,3712000,Karur,0,0,M,2019
Karthikeyan B K,IND,0,Graduate Professional,35,190000,Karur,0,0,M,2019
Karthikeyan M,IND,0,Post Graduate,46,4555000,Karur,0,0,M,2019
Karuppaiya R,Naam Tamilar Katchi,0,Post Graduate,53,54164676,Karur,8906407,0,M,2019
Magudeeswaran K,IND,0,Graduate Professional,38,155000,Karur,0,0,M,2019
Mahamuni A,IND,0,Graduate Professional,35,110000,Karur,0,0,M,2019
Manoharan M,Anaithu Makkal Puratchi Katchi,0,Graduate,60,185651,Karur,0,0,M,2019
Muthu K R P,IND,0,12th Pass,47,1886000,Karur,0,0,M,2019
Muthukumar G,IND,0,Graduate Professional,46,55000,Karur,0,0,M,2019
Nagajothi M,IND,0,10th Pass,53,782000,Karur,0,0,F,2019
Noyyal Ramasamy M,Tamil Nadu Ilangyar Katchi,0,10th Pass,48,4061878,Karur,327700,0,M,2019
Palanivel P,IND,0,Graduate Professional,39,50000,Karur,0,0,M,2019
Pitchaimuthu T,IND,0,Graduate Professional,44,165000,Karur,0,0,M,2019
Prabakaran T,IND,1,Graduate Professional,30,140000,Karur,0,0,M,2019
Prakash N,IND,0,Graduate Professional,39,384495,Karur,0,0,M,2019
Pushpahenry Raj S,IND,0,10th Pass,46,4040000,Karur,0,0,M,2019
Rajalingam M,IND,0,Post Graduate,36,449000,Karur,56000,0,M,2019
Rajesh Kannan K,IND,0,10th Pass,41,185000,Karur,0,0,M,2019
Ramachandran M,IND,0,Graduate Professional,27,40000,Karur,0,0,M,2019
Ramamoorthy R,Ulzaipali Makkal Katchy,0,8th Pass,59,400000,Karur,0,0,M,2019
Ravi S P,IND,0,Graduate Professional,34,140000,Karur,0,0,M,2019
Saraswathi K,Indian New Congress Party,1,Illiterate,57,1069100,Karur,0,0,M,2019
Sathishkumar S,IND,0,Graduate Professional,28,50000,Karur,0,0,M,2019
Selvaraj K,IND,0,Graduate,44,175000,Karur,0,0,M,2019
Sivakumar V,IND,0,Graduate Professional,38,3193500,Karur,244000,0,M,2019
Thambidurai M,AIADMK,2,Doctorate,73,255283854,Karur,83215997,0,M,2019
Thangavel P S N,IND,0,Graduate Professional,52,48731533,Karur,4769030,0,M,2019
Ulaganathan T,IND,0,Graduate Professional,66,1256099,Karur,0,0,M,2019
Varadan M,IND,0,Post Graduate,65,2522000,Karur,800000,0,M,2019
Vigneshwaran P,IND,0,Graduate Professional,27,50000,Karur,0,0,M,2019
Vinothkumar N,IND,0,Graduate Professional,37,2310000,Karur,0,0,M,2019
Dr.A.Chellakumar,INC,5,Post Graduate,58,121087979,Krishnagiri,66817959,0,M,2019
Ajaz.S,IND,0,Graduate Professional,33,588540,Krishnagiri,0,0,M,2019
B.Govindan,IND,0,10th Pass,51,2191000,Krishnagiri,0,0,M,2019
Devappa.Y,IND,0,10th Pass,53,3600000,Krishnagiri,0,0,M,2019
K.Kuppan,IND,0,8th Pass,68,2655000,Krishnagiri,200000,0,M,2019
K.P.Munusamy,AIADMK,0,Graduate Professional,67,115619769,Krishnagiri,0,0,M,2019
M.Kumarasan,IND,0,10th Pass,44,1366000,Krishnagiri,0,0,M,2019
M.Meena,IND,0,Illiterate,55,478655,Krishnagiri,0,0,F,2019
Madhusoodhanan.N,Naam Tamilar Katchi,0,Post Graduate,37,10336958,Krishnagiri,1400000,0,M,2019
Nagesh.L,IND,0,10th Pass,47,206000,Krishnagiri,0,0,M,2019
S.Ganesa Kumar,IND,1,10th Pass,50,7227602,Krishnagiri,1057578,0,M,2019
Srikarunya Subrahmanyam,Makkal Needhi Maiam,0,Graduate,50,1300000,Krishnagiri,0,0,M,2019
T.V.S.Gandhi,IND,0,Illiterate,45,66698,Krishnagiri,0,0,M,2019
Venkatesan S,CPI(M),0,12th Pass,49,1811456,Madurai,0,1,M,2019
Alagar M,Makkal Needhi Maiam,0,Graduate Professional,52,6297227,Madurai,4676374,0,M,2019
Alagar P,Desiya Makkal Sakthi Katchi,0,5th Pass,90,26656,Madurai,0,0,M,2019
Annadurai P,IND,0,10th Pass,51,401171,Madurai,40000,0,M,2019
Balachandran T,IND,0,Graduate,58,1482174,Madurai,165000,0,M,2019
Boomi Rajan K,IND,2,5th Pass,34,1257401,Madurai,0,0,M,2019
Boominathan K,IND,0,5th Pass,47,232634,Madurai,4000,0,M,2019
Britto Jai Singh M,IND,0,12th Pass,34,44510,Madurai,0,0,M,2019
David Annadurai K,IND,3,Graduate Professional,42,28787054,Madurai,330000,0,M,2019
Dharmar P,IND,0,10th Pass,35,42024,Madurai,0,0,M,2019
Dhavamani A,BSP,0,5th Pass,53,27000,Madurai,0,0,M,2019
Gopalakrishnan M,IND,1,10th Pass,41,20405000,Madurai,1188000,0,M,2019
Gopalakrishnan S,IND,0,10th Pass,68,3820725,Madurai,935427,0,M,2019
Mayalagan N,Tamil Nadu Ilangyar Katchi,0,10th Pass,34,265000,Madurai,0,0,M,2019
Mohan N,IND,8,8th Pass,37,109050,Madurai,0,0,M,2019
Muthukumar T,IND,0,Literate,34,1372000,Madurai,55000,0,M,2019
Naga Jothi K,IND,0,Graduate,33,2121645,Madurai,1954058,0,F,2019
Palpandi M,IND,0,Illiterate,49,185816,Madurai,0,0,M,2019
Pandiammal J,Naam Tamilar Katchi,0,Post Graduate,38,175000,Madurai,0,0,F,2019
Pasumpon Pandian S,IND,3,Graduate Professional,54,12600000,Madurai,2000000,0,M,2019
Raj Satyen V.V.R,AIADMK,0,Post Graduate,36,32239213,Madurai,8700000,0,M,2019
Ramasamy T,IND,0,5th Pass,63,145000,Madurai,0,0,M,2019
Ramesh K.K,IND,1,Graduate,47,580000,Madurai,0,0,M,2019
Shanmugham V,IND,0,12th Pass,74,50000,Madurai,0,0,M,2019
Shobana S,IND,0,Graduate Professional,37,1001000,Madurai,844000,0,F,2019
Venkatesan M,IND,0,Graduate,50,3230324,Madurai,971000,0,M,2019
Venkateswaran S,IND,0,12th Pass,30,464903,Madurai,172000,0,M,2019
Ramalingam S,DMK,0,Graduate,74,13355095,Mayiladuthurai,215000,1,M,2019
Abdul Baseeth,IND,0,Graduate,30,44415,Mayiladuthurai,0,0,M,2019
Annadurai. K,IND,0,8th Pass,51,1291267,Mayiladuthurai,171380,0,M,2019
Asaimani. S,AIADMK,0,Post Graduate,64,17159486,Mayiladuthurai,354102,0,M,2019
Devados. P,IND,0,8th Pass,32,22000,Mayiladuthurai,20000,0,M,2019
Habeeb Mohamed. U,All Pensioner’s Party,0,10th Pass,65,1010000,Mayiladuthurai,0,0,M,2019
Kalyanasundaram N,BSP,0,12th Pass,66,5670000,Mayiladuthurai,0,0,M,2019
Kannan. R,IND,0,Post Graduate,44,1829202,Mayiladuthurai,0,0,M,2019
Kannapiran. M,IND,0,Graduate,37,160000,Mayiladuthurai,200000,0,M,2019
Kappur Dhakshinamoorthy. M,IND,0,12th Pass,47,5150000,Mayiladuthurai,100000,0,M,2019
Krithivasan. S,IND,0,Graduate,82,56463527,Mayiladuthurai,5700000,0,M,2019
Raja N,IND,0,Graduate,45,100,Mayiladuthurai,0,0,M,2019
Rajasekar. A,IND,0,Post Graduate,44,6361000,Mayiladuthurai,1404743,0,M,2019
Rajesh P,IND,0,8th Pass,37,100,Mayiladuthurai,0,0,M,2019
Refayudeen. M,Makkal Needhi Maiam,0,8th Pass,46,8606404,Mayiladuthurai,6100000,0,M,2019
Samidurai E,IND,0,10th Pass,63,200,Mayiladuthurai,0,0,M,2019
Senthamizhan. S,IND,2,12th Pass,39,6270000,Mayiladuthurai,0,0,M,2019
Shanmugam. M,IND,0,8th Pass,50,160000,Mayiladuthurai,0,0,M,2019
Srinivasan. V,IND,0,12th Pass,50,1934800,Mayiladuthurai,0,0,M,2019
Subhashini. K,Naam Tamilar Katchi,0,Graduate,27,525600,Mayiladuthurai,57500,0,F,2019
Subramanian. P,IND,0,8th Pass,42,1196000,Mayiladuthurai,0,0,M,2019
Sugumaran. K,IND,0,10th Pass,44,38200,Mayiladuthurai,8000,0,M,2019
Thirugnanasambandam. D,IND,0,10th Pass,78,1889700,Mayiladuthurai,600000,0,M,2019
Thirunavukkarasu R,IND,0,Post Graduate,82,50160000,Mayiladuthurai,0,0,M,2019
Vanidhas. M,IND,0,10th Pass,65,627500,Mayiladuthurai,300000,0,M,2019
Vilvanathan. M,IND,1,Post Graduate,44,8000000,Mayiladuthurai,3300000,0,M,2019
Selvaraj M,CPI,0,12th Pass,63,4572837,Nagapattinam,1251381,1,M,2019
Ambikapathi D,"Makkal Sananayaga Kudiyarasu Katchi,",0,12th Pass,39,87000,Nagapattinam,0,0,M,2019
Anitha V,BSP,0,Others,37,1521000,Nagapattinam,0,0,F,2019
Guruviah K,Makkal Needhi Maiam,0,Graduate Professional,61,6839043,Nagapattinam,97731,0,M,2019
Jagadeesh J,IND,0,Graduate Professional,27,315500,Nagapattinam,0,0,M,2019
Jayalakshmi,Tamil Nadu Ilangyar Katchi,0,Post Graduate,30,176000,Nagapattinam,11000,0,F,2019
Malathi P,Naam Tamilar Katchi,0,Graduate Professional,25,119000,Nagapattinam,55400,0,F,2019
Prem S,IND,0,8th Pass,38,101682,Nagapattinam,0,0,M,2019
Sambathkumar A,IND,0,Graduate Professional,39,21000,Nagapattinam,0,0,M,2019
Sampath R,IND,0,Graduate,57,1042100,Nagapattinam,118000,0,M,2019
Saravanan M,AIADMK,0,Post Graduate,41,18492618,Nagapattinam,1429090,0,M,2019
Sengodi T,IND,2,Graduate,36,793540,Nagapattinam,0,0,M,2019
Sivakumar P,IND,0,Graduate,44,128000,Nagapattinam,49000,0,M,2019
Soundararajan M,IND,0,8th Pass,62,172000,Nagapattinam,0,0,M,2019
Vedarethinam G,Anti Corruption Dynamic Party,0,12th Pass,50,,Nagapattinam,0,0,M,2019
Chinraj A.K.P,DMK,0,Graduate,54,485205173,Namakkal,18642484,1,M,2019
Arumugam V,IND,0,10th Pass,51,309000,Namakkal,0,0,M,2019
Baskar B,Naam Tamilar Katchi,0,Doctorate,44,19918500,Namakkal,137800000,0,M,2019
Cho V,IND,0,Graduate,47,59000,Namakkal,0,0,M,2019
Kaliappan P,IND,0,12th Pass,64,15093092,Namakkal,0,0,M,2019
Kaliappan P,AIADMK,0,10th Pass,70,116009849,Namakkal,4281652,0,M,2019
Kaliappan S,IND,0,5th Pass,64,1892753,Namakkal,0,0,M,2019
Kaliyappan K,IND,0,5th Pass,73,3662023,Namakkal,0,0,M,2019
Manickam S,Ulzaipali Makkal Katchy,0,5th Pass,51,2652000,Namakkal,200000,0,M,2019
Muthusamy M.P.,Ganasangam Party of India,0,Post Graduate,63,9733750,Namakkal,2414000,0,M,2019
Natarajan M,IND,0,8th Pass,51,14330000,Namakkal,1681105,0,M,2019
Prabhu K,IND,0,12th Pass,34,58000,Namakkal,0,0,M,2019
Raman V,BSP,0,5th Pass,45,21000,Namakkal,0,0,M,2019
Ramasamy N,IND,0,Illiterate,51,69300,Namakkal,90000,0,M,2019
Ramasamy P,IND,0,12th Pass,55,361298,Namakkal,70000,0,M,2019
Ramesh T,Ahimsa Socialist Party,0,10th Pass,39,3005000,Namakkal,0,0,M,2019
Ramesh T.R,IND,0,10th Pass,39,3959728,Namakkal,156000,0,M,2019
Sakthivel S,IND,0,8th Pass,50,1336000,Namakkal,0,0,M,2019
Sakthiyvel N.K.S,IND,6,Post Graduate,47,12540000,Namakkal,0,0,M,2019
Saminathan P.P,IND,0,12th Pass,54,36680249,Namakkal,3531974,0,M,2019
Saravanavel R,IND,0,Graduate Professional,53,42174000,Namakkal,3600000,0,M,2019
Selladurai S,IND,0,8th Pass,38,347000,Namakkal,0,0,M,2019
Selvaraj K.R,IND,0,10th Pass,63,14899953,Namakkal,0,0,M,2019
Senthilmurugan S,Desiya Makkal Sakthi Katchi,0,10th Pass,50,223355,Namakkal,0,0,M,2019
Sivarajee S,IND,0,Illiterate,54,324375,Namakkal,0,0,M,2019
Thangavelu R,Makkal Needhi Maiam,0,Graduate,57,6280106,Namakkal,260000,0,M,2019
Vijayakarthikeyan B,IND,0,Post Graduate,31,113700,Namakkal,140000,0,M,2019
Vinothkumar V,IND,0,10th Pass,33,417000,Namakkal,0,0,M,2019
A. Raja,DMK,6,Graduate Professional,55,49591024,Nilgiris,1424914,0,M,2019
"Arumukam, P.",IND,3,Illiterate,43,44000,Nilgiris,0,0,M,2019
"Ashok Kumar, R",BSP,0,10th Pass,48,1826000,Nilgiris,0,0,M,2019
M. Thiyagarajan,AIADMK,0,Graduate,59,12467318,Nilgiris,0,0,M,2019
"Nagarajan, A.",IND,1,10th Pass,36,74000,Nilgiris,188995,0,M,2019
"Raja, K.",IND,0,10th Pass,51,1147696,Nilgiris,0,0,M,2019
"Rajarathinam, M.",IND,0,8th Pass,55,4692563,Nilgiris,1167871,0,M,2019
"Rajenthiran, N.",Makkal Needhi Maiam,0,Graduate Professional,55,56013763,Nilgiris,810218,0,M,2019
"Ramaswamy, M.",IND,0,Post Graduate,66,56129105,Nilgiris,0,0,M,2019
"Subramani, M.",IND,0,5th Pass,56,1486790,Nilgiris,335000,0,M,2019
Paarivendhar T R,DMK,2,Post Graduate,77,972730368,Perambalur,65935070,0,M,2019
"Anandraj, B.",IND,0,Others,27,4186115,Perambalur,0,0,M,2019
"Annadurai, V.",IND,0,Post Graduate,37,1532000,Perambalur,0,0,M,2019
Javeed Hussain T,IND,0,Others,28,111000,Perambalur,336000,0,M,2019
"Karuppaiya, M.",IND,0,10th Pass,34,340000,Perambalur,0,0,M,2019
"Murugan, P.",IND,0,8th Pass,31,365000,Perambalur,0,0,M,2019
Muthulakshmi R,BSP,0,Post Graduate,44,4302000,Perambalur,3300000,0,F,2019
"Pachamuthu, P.",IND,0,5th Pass,36,340000,Perambalur,0,0,M,2019
"Rajasekaran, M.",IND,5,Post Graduate,58,62444127,Perambalur,19100000,0,M,2019
"Rajasekaran, T.",IND,0,8th Pass,45,620000,Perambalur,0,0,M,2019
"Sababathi, S.",IND,0,Graduate,26,280000,Perambalur,0,0,M,2019
"Senthilvel, A.",Ulzaipali Makkal Katchy,0,10th Pass,44,15000,Perambalur,0,0,M,2019
Shanthi K,Naam Tamilar Katchi,0,Post Graduate,36,311000,Perambalur,0,0,F,2019
Sivapathy N R,AIADMK,0,Graduate Professional,55,100798649,Perambalur,29580175,0,M,2019
"Suresh, K.",IND,0,Graduate Professional,29,665988,Perambalur,41000,0,M,2019
"Uthamaselvan, N.",IND,0,Graduate Professional,47,251000,Perambalur,0,0,M,2019
"Vincent Melbone, J.",IND,0,12th Pass,45,7581300,Perambalur,0,0,M,2019
"Vinothkumar, S.",Tamil Nadu Ilangyar Katchi,0,Graduate Professional,27,55169,Perambalur,974442,0,M,2019
K Shanmugasundaram,DMK,0,Graduate Professional,49,133109284,Pollachi,13360639,1,M,2019
Ansari S,IND,0,Graduate,40,123000,Pollachi,0,0,M,2019
Balaji G,IND,0,Post Graduate,32,87923,Pollachi,0,0,M,2019
Ganesha Moorthy A,BSP,0,10th Pass,36,466400,Pollachi,0,0,M,2019
K Ramasamy,IND,0,10th Pass,69,10128000,Pollachi,0,0,M,2019
Mahendran C,AIADMK,0,Post Graduate,47,313473295,Pollachi,68668270,0,M,2019
Manickavel C,IND,0,10th Pass,43,366399,Pollachi,0,0,M,2019
Mookambika R,Makkal Needhi Maiam,0,Graduate Professional,40,99775631,Pollachi,900000,0,F,2019
Muthukumar C,IND,0,10th Pass,46,2626422,Pollachi,0,0,M,2019
Muthukumar S,IND,0,Graduate,49,151116580,Pollachi,8389361,0,M,2019
Rajendhiran R G,IND,0,Graduate,62,2838321,Pollachi,0,0,M,2019
Sanuja U,Naam Tamilar Katchi,0,Others,35,584781,Pollachi,0,0,F,2019
Shanmugasundaram K N,IND,0,5th Pass,60,2761271,Pollachi,0,0,M,2019
Shanmugasundaram V,IND,0,8th Pass,41,1926957,Pollachi,0,0,M,2019
K. Navaskani,IUML,1,12th Pass,39,364738171,Ramanathapuram,47008615,0,M,2019
Alla Pichai,IND,0,Graduate,75,18513000,Ramanathapuram,500000,0,M,2019
Anandharaj. M,IND,0,12th Pass,40,1516792,Ramanathapuram,450000,0,M,2019
Asan Ali. A,IND,0,12th Pass,32,307501,Ramanathapuram,0,0,M,2019
B. Krishnaraja,IND,0,Others,44,165000,Ramanathapuram,0,0,M,2019
C. Ananth,IND,0,Graduate,28,102000,Ramanathapuram,0,0,M,2019
Deva Sitham. I,IND,2,Graduate Professional,32,222839,Ramanathapuram,182660,0,M,2019
G. Kesav Yadav,Purvanchal Janta Party (Secular),0,Post Graduate,56,21892000,Ramanathapuram,4100000,0,M,2019
Jawahir Ali. H,IND,0,10th Pass,32,415000,Ramanathapuram,0,0,M,2019
Jeyapandian. R,IND,1,Graduate Professional,26,1680653,Ramanathapuram,1923301,0,M,2019
K. Kurunthappan,IND,0,8th Pass,42,2736915,Ramanathapuram,0,0,M,2019
K. Panchatcharam,BSP,2,Graduate Professional,43,14675585,Ramanathapuram,6589619,0,M,2019
Karuppasamy. N,IND,0,Others,27,540000,Ramanathapuram,300000,0,M,2019
N. Kathiravan,IND,0,8th Pass,52,1610000,Ramanathapuram,340000,0,M,2019
Nainar Nagenthran,BJP,1,Post Graduate,59,194674653,Ramanathapuram,80459602,0,M,2019
P. Loganathan,Pragatishil Samajwadi Party (Lohia),0,10th Pass,39,13000,Ramanathapuram,0,0,M,2019
Prabhakaran. S,IND,2,Post Graduate,37,1625726,Ramanathapuram,85000,0,M,2019
Rajanikanth Agamudaiyar,IND,2,Graduate Professional,46,19639173,Ramanathapuram,718569,0,M,2019
S. Mohamed Ali Jinnah,IND,0,10th Pass,37,293000,Ramanathapuram,0,0,M,2019
T. Bhuvaneswari,Naam Tamilar Katchi,0,Graduate,37,955530,Ramanathapuram,350000,0,F,2019
V. Vinayagamoorthy,IND,0,Graduate Professional,47,300000,Ramanathapuram,0,0,M,2019
V.D.N. Anandh. B.E,IND,4,Graduate Professional,38,49057656,Ramanathapuram,6103249,0,M,2019
Vijaya Baskar,Makkal Needhi Maiam,0,Graduate Professional,30,2636018,Ramanathapuram,0,0,M,2019
Parthiban.S.R,DMK,4,Graduate Professional,49,60045532,Salem,4039841,0,M,2019
Ahamed Shahjahan.M,IND,0,Post Graduate,49,4300000,Salem,0,0,M,2019
Hariharan.K,IND,0,Graduate Professional,36,642000,Salem,25000,0,M,2019
Kalaimannan.C,IND,0,Literate,43,277112,Salem,0,0,M,2019
Madeswaran.S,IND,0,5th Pass,56,55000,Salem,320000,0,M,2019
Manimaran.C,IND,0,8th Pass,36,330096,Salem,0,0,M,2019
Mohan.P,SUCI(C),0,12th Pass,63,3816019,Salem,120000,0,M,2019
Murthy Kamarajar.M,IND,0,Others,33,126482,Salem,0,0,M,2019
Natarajan.C,IND,0,Graduate Professional,55,21212365,Salem,3750000,0,M,2019
Prabhu Manikandan.M,Makkal Needhi Maiam,0,Graduate Professional,28,2750000,Salem,900000,0,M,2019
Pravina.G,IND,0,Graduate Professional,45,20499000,Salem,150000,0,F,2019
Raja.A,IND,0,8th Pass,50,4491000,Salem,0,0,M,2019
Ramachandran.K.T,IND,0,10th Pass,29,523896,Salem,0,0,M,2019
Rasa.A,Naam Tamilar Katchi,3,12th Pass,57,15668882,Salem,0,0,M,2019
Ravi.A,IND,0,5th Pass,57,49000,Salem,300000,0,M,2019
Sadaiyan.M,BSP,0,Graduate Professional,38,425000,Salem,0,0,M,2019
Saravanan.K.R.S,AIADMK,0,Graduate Professional,44,15055729,Salem,0,0,M,2019
Selvam.S.K,IND,3,10th Pass,57,9748974,Salem,100000,0,M,2019
Silambarasan.C,Tamil Nadu Ilangyar Katchi,0,Graduate Professional,32,167792,Salem,0,0,M,2019
Sivaraman.S,IND,0,Others,40,50000,Salem,0,0,M,2019
Surulivel.N.K,IND,1,Graduate Professional,46,29162302,Salem,4007849,0,M,2019
Tamilarasan.T,IND,0,Literate,38,282000,Salem,0,0,M,2019
Karti P Chidambaram,INC,8,Graduate Professional,47,793729024,Sivaganga,174081116,0,M,2019
A.Antony Sesu Raja,IND,0,10th Pass,38,1792000,Sivaganga,800000,0,M,2019
A.Radha Krishnan,IND,0,12th Pass,63,220000,Sivaganga,335000,0,M,2019
A.Velladurai,Ezhuchi Tamilargal Munnetra Kazhagam,0,8th Pass,51,2815600,Sivaganga,63000,0,M,2019
Arimalam Thiagi.Subramanian Muthuraja,Agila India Makkal Kazhagam,0,10th Pass,80,400000,Sivaganga,0,0,M,2019
C.Chidambaram,IND,0,Others,63,722500,Sivaganga,0,0,M,2019
C.Saravanan,IND,0,Post Graduate,33,1390000,Sivaganga,0,0,M,2019
H.Raja,BJP,3,Graduate Professional,61,26223393,Sivaganga,5910000,0,M,2019
K.Chellakkannu,IND,0,10th Pass,68,130000,Sivaganga,0,0,M,2019
Kavingnar Snekan,Makkal Needhi Maiam,0,12th Pass,46,19662950,Sivaganga,4500000,0,M,2019
L.Kasinathan,IND,0,Graduate Professional,63,25600000,Sivaganga,7000000,0,M,2019
M.Chinnaiah,IND,0,Not Given,43,453710,Sivaganga,0,0,M,2019
M.Mohammed Rabeek,IND,0,12th Pass,47,578000,Sivaganga,0,0,M,2019
M.Prabhakaran,Tamil Nadu Ilangyar Katchi,0,10th Pass,34,91500,Sivaganga,60000,0,M,2019
M.Raja,IND,0,10th Pass,33,50000,Sivaganga,0,0,M,2019
M.Rajasekar,IND,0,10th Pass,27,25000,Sivaganga,0,0,M,2019
N.Karthick,IND,0,8th Pass,25,15000,Sivaganga,0,0,M,2019
P.Rajendhiran,IND,1,10th Pass,59,166000,Sivaganga,0,0,M,2019
P.Selvaraj,IND,0,10th Pass,52,480000,Sivaganga,100000,0,M,2019
R.Natarajan,IND,0,12th Pass,46,1613258,Sivaganga,545976,0,M,2019
Sakthi Priya V,Naam Tamilar Katchi,0,Post Graduate,27,467200,Sivaganga,42000,0,F,2019
Saravanan.K,BSP,0,8th Pass,37,1040000,Sivaganga,100000,0,M,2019
Senthamilselvi.R,IND,0,Post Graduate,59,6320000,Sivaganga,500000,0,F,2019
Senthil Kumar.C,IND,0,8th Pass,42,47000,Sivaganga,0,0,M,2019
Singadurai.R,IND,9,12th Pass,28,250000,Sivaganga,175000,0,M,2019
Baalu.T.R.,DMK,0,Graduate,77,208806446,Sriperumbudur,0,1,M,2019
Anantharaman R K,IND,0,Graduate,40,704600,Sriperumbudur,0,0,M,2019
Antony.M,BSP,0,Post Graduate,44,2865000,Sriperumbudur,0,0,M,2019
Ayodhi L,IND,0,Doctorate,54,17834671,Sriperumbudur,2200000,0,M,2019
Godwin Shadrach S R,Tamizhaga Murpokku Makkal Katchi,0,Graduate Professional,36,966412,Sriperumbudur,460000,0,M,2019
Indian.P.N.K.,IND,0,Post Graduate,48,2564727,Sriperumbudur,0,0,M,2019
Mahendran.H,Naam Tamilar Katchi,1,Graduate,41,14923845,Sriperumbudur,0,0,M,2019
Muthumaran K,IND,0,8th Pass,34,87000,Sriperumbudur,0,0,M,2019
Palanivel.K,CPI(ML)(L),2,10th Pass,53,331355,Sriperumbudur,0,0,M,2019
Raja Marimuthu,IND,0,Post Graduate,45,33075858,Sriperumbudur,8426220,0,M,2019
Rajasekaran S,Anti Corruption Dynamic Party,0,12th Pass,38,767800,Sriperumbudur,0,0,M,2019
Sasikumar A,IND,0,Others,42,312000,Sriperumbudur,0,0,M,2019
Singarajan S P,IND,0,12th Pass,55,5529700,Sriperumbudur,40455,0,M,2019
Sridhar M,Makkal Needhi Maiam,1,Graduate,46,29485700,Sriperumbudur,500000,0,M,2019
Tambaram Narayanan G,IND,0,Post Graduate,59,160902964,Sriperumbudur,50294342,0,M,2019
Vaithilingam A,Pattali Makkal Katchi,0,Post Graduate,49,442074321,Sriperumbudur,65575554,0,M,2019
Vaithiyalingam R,IND,0,8th Pass,54,182852,Sriperumbudur,0,0,M,2019
Vasanthi S,IND,0,Graduate,52,135083219,Sriperumbudur,50294342,0,F,2019
Viruthagiri A,IND,0,10th Pass,72,15470000,Sriperumbudur,300000,0,M,2019
Dhanush M Kumar,DMK,1,Post Graduate,44,51360700,Tenkasi,2896862,0,M,2019
Baratharaj. S,IND,0,Graduate,53,1273750,Tenkasi,0,0,M,2019
Deepan. M,IND,0,Graduate,36,5470000,Tenkasi,784646,0,M,2019
Dhanuskodi P,IND,0,Graduate Professional,37,157000,Tenkasi,105140,0,M,2019
Dr.K.Krishnasamy,AIADMK,9,Post Graduate,66,259584771,Tenkasi,16220826,0,M,2019
M. Ponnuthai,IND,0,10th Pass,34,148000,Tenkasi,0,0,F,2019
Mathivanan.S.S,Naam Tamilar Katchi,3,12th Pass,32,42385,Tenkasi,0,0,M,2019
Moorthy. D,IND,1,Graduate Professional,49,26581000,Tenkasi,0,0,M,2019
Muneeswaran. K,Makkal Needhi Maiam,0,8th Pass,44,1096500,Tenkasi,0,0,M,2019
Muthu Murugan. M,IND,0,Graduate,28,125000,Tenkasi,36000,0,M,2019
Palani Samy.S,IND,0,Post Graduate,48,109000,Tenkasi,0,0,M,2019
Perumalsamy. S,IND,0,12th Pass,35,777500,Tenkasi,0,0,M,2019
Ponnusamy.R,IND,0,10th Pass,59,6231135,Tenkasi,0,0,M,2019
Ponnuthai G,IND,0,12th Pass,24,118000,Tenkasi,0,0,F,2019
Ponnuthai M,IND,0,Illiterate,48,251000,Tenkasi,0,0,F,2019
Ponnuthai. S,IND,0,Post Graduate,32,4743888,Tenkasi,484000,0,F,2019
Ravi. K,Anti Corruption Dynamic Party,0,Graduate Professional,33,1353000,Tenkasi,1530000,0,M,2019
Selvakumar. M,IND,0,Post Graduate,50,440214,Tenkasi,24000,0,M,2019
Siva Jayaprakash.S,IND,0,Graduate,69,5458035,Tenkasi,0,0,M,2019
Subbiah. S,IND,0,5th Pass,55,265000,Tenkasi,0,0,M,2019
Sundaram N,IND,0,Graduate Professional,34,850785,Tenkasi,0,0,M,2019
Suriya Ragupathy. T,IND,0,Graduate Professional,31,523544,Tenkasi,0,0,M,2019
Thamarai Selvam. K,IND,0,12th Pass,32,1011876,Tenkasi,60000,0,M,2019
Thangaraj. C,IND,0,Graduate Professional,34,265000,Tenkasi,200000,0,M,2019
Vairavan. P,IND,0,Illiterate,52,1552120,Tenkasi,300000,0,M,2019
Palanimanickam.S.S,DMK,0,Graduate Professional,68,42452076,Thanjavur,2368600,1,M,2019
Abdulbuhari.K,IND,0,10th Pass,42,130000,Thanjavur,0,0,M,2019
Krishnakumar.N,Naam Tamilar Katchi,0,12th Pass,44,4857567,Thanjavur,37000,0,M,2019
Murugesan.P,IND,3,Post Graduate,62,649749591,Thanjavur,363510252,0,M,2019
Muthuvel.S,IND,0,Graduate Professional,49,3778000,Thanjavur,1008000,0,M,2019
Natarajan.N.R,Tamil Maanila Congress (Moopanar),0,Graduate Professional,52,152293009,Thanjavur,30542133,0,M,2019
Panasaiarangan.K.N,Desiya Makkal Sakthi Katchi,0,10th Pass,56,259026,Thanjavur,70000,0,M,2019
Samantha.K.S,IND,0,Others,36,301197,Thanjavur,270000,0,F,2019
Sampath Ramadoss,Makkal Needhi Maiam,0,Post Graduate,53,9400851,Thanjavur,1375452,0,M,2019
Selvaraj.R,IND,0,Post Graduate,63,8874369,Thanjavur,776000,0,M,2019
Stalin.R,BSP,0,Graduate Professional,26,126000,Thanjavur,0,0,M,2019
Vijayakumar.T,IND,0,10th Pass,38,242100,Thanjavur,650000,0,M,2019
